utterance_id,audio_path,language,speaker_id,gender,transcription,duration_sec,noise_level_db,collection_source,quality_flag,lang_warning
utt_0677,s3://india-speaks/raw/te/utt_0677.wav,kn,077ff12d,F,hai swagat se dilli mera dilli mera dilli,3.98,39.77,crowdsourced,1,Detected:tr
utt_0678,s3://india-speaks/raw/te/utt_0678.wav,ml,171dff93,F,ho mera aapka,4.07,59.27,call-center,-1,Detected:pt
utt_0679,s3://india-speaks/raw/te/utt_0679.wav,ur,409f4fd8,Other,aapka naam hu dilli dilli namaste swagat,3.92,26.74,crowdsourced,1,Detected:nl
utt_0680,s3://india-speaks/raw/ur/utt_0680.wav,ur,3d1ed5c2,F,swagat hai naam naam mera hai,1.56,35.12,call-center,1,Detected:nl
utt_0681,s3://india-speaks/raw/gu/utt_0681.wav,hi,e924ab01,F,dilli mera hai hu hai dilli namaste namaste,1.91,25.1,crowdsourced,-1,Detected:it
utt_0682,s3://india-speaks/raw/en/utt_0682.wav,ta,6d08addd,Other,hai se aapka,1.05,58.22,crowdsourced,-1,Detected:pt
utt_0683,s3://india-speaks/raw/kn/utt_0683.wav,te,d4ef7bf8,F,namaste dilli aapka naam aaya kaise hai hai namaste hai,3.6,27.51,crowdsourced,1,Detected:en
utt_0684,s3://india-speaks/raw/en/utt_0684.wav,kn,a592a8ca,M,kaise se kaise hai mera naam dilli swagat swagat hai,2.06,58.95,call-center,1,Detected:nl
utt_0685,s3://india-speaks/raw/ta/utt_0685.wav,kn,7c1e93a6,M,kaise se hu ho aaya mera aapka dilli ho hu,3.5,32.14,call-center,-1,Detected:it
utt_0686,s3://india-speaks/raw/en/utt_0686.wav,en,3a39c860,Other,kaise aaya aapka kaise ho se aaya aapka,2.53,35.06,crowdsourced,-1,Detected:fi
utt_0687,s3://india-speaks/raw/ta/utt_0687.wav,mr,8915a855,F,aapka ho aapka kaise namaste ho,4.73,27.6,studio,1,Detected:en
utt_0688,s3://india-speaks/raw/pa/utt_0688.wav,mr,b44ab047,Other,swagat mera dilli ho hu swagat hu,2.79,31.09,crowdsourced,-1,Detected:it
utt_0689,s3://india-speaks/raw/pa/utt_0689.wav,hi,7dc28bf7,M,namaste kaise mera hai,0.67,39.63,call-center,0,Detected:it
utt_0690,s3://india-speaks/raw/en/utt_0690.wav,en,ce8bfa57,F,se ho namaste kaise swagat hai hai ho aapka aapka,4.98,53.19,crowdsourced,-1,Detected:it
utt_0691,s3://india-speaks/raw/kn/utt_0691.wav,ta,3378b859,F,se aaya kaise hu namaste ho ho swagat,2.94,59.57,call-center,1,Detected:it
utt_0692,s3://india-speaks/raw/bn/utt_0692.wav,mr,63ece712,Other,aaya aaya hai aaya mera hai,3.01,59.32,studio,0,Detected:en
utt_0693,s3://india-speaks/raw/kn/utt_0693.wav,ta,7e066171,Other,dilli aaya hu se naam aaya dilli naam,4.19,34.87,crowdsourced,0,Detected:nl
utt_0694,s3://india-speaks/raw/pa/utt_0694.wav,en,71e4358a,Other,mera mera namaste mera aapka dilli,4.97,34.1,call-center,0,
utt_0695,s3://india-speaks/raw/mr/utt_0695.wav,mr,3ffc0374,Other,mera mera aaya hu,2.77,47.07,call-center,0,Detected:en
utt_0696,s3://india-speaks/raw/ur/utt_0696.wav,pa,bf93da20,F,ho se se hai,2.83,56.06,crowdsourced,-1,Detected:it
utt_0697,s3://india-speaks/raw/ur/utt_0697.wav,kn,90cb9064,F,mera swagat namaste,4.32,49.16,crowdsourced,-1,Detected:es
utt_0698,s3://india-speaks/raw/en/utt_0698.wav,mr,df75609e,Other,naam se hu mera kaise aaya swagat se swagat hu,0.78,48.29,call-center,1,Detected:nl
utt_0699,s3://india-speaks/raw/ml/utt_0699.wav,ml,0fa1b550,M,dilli dilli swagat se hai se ho,4.52,43.02,studio,1,Detected:it
utt_0700,s3://india-speaks/raw/en/utt_0700.wav,hi,6655b3cd,M,hai swagat hai,4.96,47.05,crowdsourced,-1,Detected:it
utt_0702,s3://india-speaks/raw/gu/utt_0702.wav,gu,3ddfa766,Other,aapka mera aaya aapka hai naam naam dilli aapka,4.1,39.11,call-center,-1,Detected:en
utt_0703,s3://india-speaks/raw/ml/utt_0703.wav,ur,a9b3561e,M,swagat naam hai naam kaise namaste namaste,3.33,36.36,studio,0,Detected:nl
utt_0704,s3://india-speaks/raw/hi/utt_0704.wav,en,197ca8bd,Other,kaise kaise dilli naam hai hai ho kaise se namaste,3.47,32.57,crowdsourced,0,Detected:fi
utt_0705,s3://india-speaks/raw/pa/utt_0705.wav,kn,e7b2d864,F,aaya namaste dilli,3.75,38.9,crowdsourced,1,Detected:en
utt_0706,s3://india-speaks/raw/bn/utt_0706.wav,pa,a124ec62,Other,hu aapka aapka swagat,4.58,43.05,call-center,-1,Detected:en
utt_0707,s3://india-speaks/raw/hi/utt_0707.wav,pa,1ea7da35,M,dilli hu kaise ho,1.06,37.62,crowdsourced,0,Detected:de
utt_0708,s3://india-speaks/raw/ml/utt_0708.wav,hi,a4d55dee,M,ho namaste ho se dilli naam aapka swagat swagat dilli,2.49,52.8,crowdsourced,-1,Detected:nl
utt_0709,s3://india-speaks/raw/ta/utt_0709.wav,te,9833e24b,F,hai hai naam namaste se swagat,3.07,35.4,call-center,-1,Detected:it
utt_0711,s3://india-speaks/raw/en/utt_0711.wav,en,4249fd10,Other,hu hu aapka kaise ho hai,2.97,26.74,crowdsourced,0,Detected:it
utt_0712,s3://india-speaks/raw/hi/utt_0712.wav,kn,16a3bd82,F,mera hai dilli naam namaste naam swagat,0.89,36.64,call-center,1,Detected:nl
utt_0713,s3://india-speaks/raw/te/utt_0713.wav,kn,3c857442,F,kaise aapka aaya,1.39,38.99,call-center,0,Detected:fi
utt_0714,s3://india-speaks/raw/gu/utt_0714.wav,bn,4d62e674,Other,ho aapka namaste hai hai,4.31,25.86,studio,1,Detected:it
utt_0715,s3://india-speaks/raw/ta/utt_0715.wav,ta,70e8237a,M,mera swagat swagat naam kaise kaise hai aapka,4.39,28.66,crowdsourced,1,Detected:nl
utt_0716,s3://india-speaks/raw/gu/utt_0716.wav,gu,3500c3cf,M,ho hu hai,3.43,28.18,call-center,-1,Detected:it
utt_0717,s3://india-speaks/raw/en/utt_0717.wav,hi,bff4919b,M,swagat namaste se dilli aaya swagat,4.66,41.57,crowdsourced,1,Detected:sq
utt_0718,s3://india-speaks/raw/gu/utt_0718.wav,kn,53724a38,M,se hai aaya se kaise namaste hai,1.78,24.77,studio,0,Detected:it
utt_0719,s3://india-speaks/raw/ta/utt_0719.wav,ml,1d7b4723,Other,swagat namaste namaste se aaya swagat hu,2.43,43.25,studio,0,Detected:fr
utt_0720,s3://india-speaks/raw/hi/utt_0720.wav,en,ed1cde20,Other,ho ho dilli aaya mera naam se hai,4.88,42.34,studio,1,Detected:it
utt_0721,s3://india-speaks/raw/gu/utt_0721.wav,pa,ab1848ba,Other,hai aaya aaya hai,3.04,44.21,call-center,-1,Detected:it
utt_0722,s3://india-speaks/raw/te/utt_0722.wav,ta,e769def9,M,hu hai kaise naam swagat namaste swagat,0.73,22.55,call-center,-1,Detected:nl
utt_0723,s3://india-speaks/raw/pa/utt_0723.wav,ur,af1b41f7,Other,dilli kaise hai hai hai namaste aapka aapka ho,3.8,42.14,studio,-1,Detected:it
utt_0724,s3://india-speaks/raw/hi/utt_0724.wav,ur,6097237d,Other,aapka hai hu se aaya hu,2.47,42.72,studio,1,Detected:it
utt_0725,s3://india-speaks/raw/kn/utt_0725.wav,ml,b427cd32,F,aapka hai aaya naam,2.24,24.63,call-center,1,Detected:en
utt_0726,s3://india-speaks/raw/mr/utt_0726.wav,ta,27b78af5,F,namaste naam namaste hai swagat ho kaise,4.78,33.64,crowdsourced,0,Detected:nl
utt_0728,s3://india-speaks/raw/ur/utt_0728.wav,bn,2c84fbd4,F,ho hu naam namaste namaste se hai hai mera se,1.93,56.75,call-center,1,Detected:it
utt_0730,s3://india-speaks/raw/pa/utt_0730.wav,kn,434fbab2,M,hai ho namaste hai aaya se,1.62,44.71,call-center,-1,Detected:it
utt_0731,s3://india-speaks/raw/te/utt_0731.wav,hi,427bc7f2,F,se dilli dilli hai aapka kaise se naam kaise aaya,1.85,27.66,call-center,1,Detected:fi
utt_0732,s3://india-speaks/raw/en/utt_0732.wav,gu,ec1b73c6,M,kaise hai ho naam kaise,2.09,27.82,call-center,1,Detected:fi
utt_0733,s3://india-speaks/raw/pa/utt_0733.wav,ml,36cd40d3,Other,aapka hai aaya hai ho hu aapka,4.37,40.35,crowdsourced,1,Detected:it
utt_0734,s3://india-speaks/raw/ml/utt_0734.wav,bn,14812620,Other,kaise kaise mera dilli aaya,1.38,35.87,crowdsourced,-1,Detected:fi
utt_0735,s3://india-speaks/raw/te/utt_0735.wav,mr,b544401b,F,kaise aaya hu,2.5,42.6,studio,1,Detected:fi
utt_0736,s3://india-speaks/raw/pa/utt_0736.wav,te,06800242,F,naam se swagat se aapka se swagat dilli,2.19,34.29,crowdsourced,0,Detected:nl
utt_0737,s3://india-speaks/raw/gu/utt_0737.wav,kn,092f5f32,M,aaya hu naam mera naam hai naam hu dilli,2.16,38.9,call-center,-1,Detected:nl
utt_0738,s3://india-speaks/raw/en/utt_0738.wav,mr,030cbf60,M,mera kaise se kaise hu mera se swagat,1.03,50.65,studio,-1,Detected:fi
utt_0739,s3://india-speaks/raw/hi/utt_0739.wav,gu,4722f4af,F,hai hu swagat hai swagat dilli dilli dilli aaya,1.9,33.54,crowdsourced,0,Detected:it
utt_0740,s3://india-speaks/raw/ml/utt_0740.wav,te,8c588acb,F,mera aaya dilli hai,4.0,26.7,studio,0,Detected:it
utt_0741,s3://india-speaks/raw/ml/utt_0741.wav,pa,a515053a,M,se naam aapka se namaste namaste aapka,2.43,47.23,studio,1,Detected:af
utt_0742,s3://india-speaks/raw/ml/utt_0742.wav,gu,0623c036,F,namaste ho aapka hu,0.62,37.06,crowdsourced,1,Detected:en
utt_0743,s3://india-speaks/raw/en/utt_0743.wav,ta,d56a20c4,F,dilli hai ho,4.72,52.78,studio,-1,Detected:it
utt_0744,s3://india-speaks/raw/kn/utt_0744.wav,bn,af6338e1,Other,hai aaya hai naam hai hu mera kaise hai,1.98,31.35,studio,-1,Detected:it
utt_0745,s3://india-speaks/raw/pa/utt_0745.wav,kn,8e17ffad,M,dilli se ho naam aaya hu hai hu kaise,4.08,38.55,call-center,-1,Detected:it
utt_0746,s3://india-speaks/raw/hi/utt_0746.wav,hi,63bee0e9,M,mera naam aapka dilli,2.55,25.18,studio,-1,Detected:nl
utt_0747,s3://india-speaks/raw/hi/utt_0747.wav,te,ab2a1a58,M,ho dilli hai hu,3.34,33.4,crowdsourced,-1,Detected:it
utt_0749,s3://india-speaks/raw/te/utt_0749.wav,mr,4049acce,Other,swagat ho namaste aapka aaya se hu ho mera mera,2.0,22.45,call-center,-1,Detected:it
utt_0750,s3://india-speaks/raw/ur/utt_0750.wav,pa,6d30e885,Other,se mera dilli hai aapka mera swagat ho aaya,0.88,43.96,call-center,0,Detected:it
utt_0752,s3://india-speaks/raw/te/utt_0752.wav,mr,d7ef0322,M,aapka swagat se swagat mera namaste se se aaya,1.75,38.34,studio,1,Detected:sq
utt_0753,s3://india-speaks/raw/en/utt_0753.wav,pa,d17970f5,M,hai swagat aaya,2.0,54.35,crowdsourced,1,Detected:it
utt_0754,s3://india-speaks/raw/en/utt_0754.wav,ta,17653e52,F,swagat ho dilli aaya aapka aapka dilli hu naam ho,4.44,48.35,crowdsourced,-1,Detected:en
utt_0755,s3://india-speaks/raw/kn/utt_0755.wav,te,ed729821,M,namaste mera dilli hai aapka mera hai naam ho,4.07,27.64,call-center,1,Detected:it
utt_0756,s3://india-speaks/raw/ur/utt_0756.wav,kn,5da32833,F,aaya hai mera mera hai hu aapka,2.27,36.34,crowdsourced,-1,Detected:it
utt_0758,s3://india-speaks/raw/ur/utt_0758.wav,pa,726066a1,M,hai ho hu kaise hai,2.1,40.86,call-center,-1,Detected:it
utt_0759,s3://india-speaks/raw/te/utt_0759.wav,gu,b65c7401,M,naam aapka namaste swagat hai,3.75,30.37,call-center,1,Detected:nl
utt_0760,s3://india-speaks/raw/te/utt_0760.wav,kn,3ca75b5c,F,namaste namaste se aapka hai naam namaste aaya aapka,0.72,54.02,crowdsourced,-1,Detected:nl
utt_0761,s3://india-speaks/raw/gu/utt_0761.wav,ta,a86e45e4,Other,se swagat mera mera aapka ho hai naam se aapka,1.74,59.33,studio,0,Detected:nl
utt_0762,s3://india-speaks/raw/mr/utt_0762.wav,bn,24200c18,F,aaya namaste mera hu naam,2.11,53.62,studio,0,Detected:nl
utt_0763,s3://india-speaks/raw/ta/utt_0763.wav,pa,db7a8d92,Other,se kaise swagat hai namaste ho aaya se namaste,3.2,22.4,call-center,0,Detected:it
utt_0764,s3://india-speaks/raw/en/utt_0764.wav,en,4e165658,F,ho naam aaya dilli aapka naam se aaya,1.11,52.87,crowdsourced,0,Detected:nl
utt_0765,s3://india-speaks/raw/bn/utt_0765.wav,ta,b6209478,M,hai mera mera namaste naam,3.47,26.51,studio,1,Detected:nl
utt_0766,s3://india-speaks/raw/ta/utt_0766.wav,te,4b07f362,M,dilli se se namaste,1.3,40.53,crowdsourced,0,Detected:fr
utt_0767,s3://india-speaks/raw/ta/utt_0767.wav,hi,17903d70,F,mera se aaya hai mera kaise kaise,2.21,48.8,crowdsourced,-1,Detected:fi
utt_0768,s3://india-speaks/raw/pa/utt_0768.wav,mr,71c3b4e7,M,ho aaya hai dilli hu naam hai naam mera aapka,2.98,50.82,studio,0,Detected:en
utt_0769,s3://india-speaks/raw/bn/utt_0769.wav,ml,262cd051,Other,mera hai namaste hai hu aaya naam swagat,0.7,26.71,call-center,0,Detected:it
utt_0770,s3://india-speaks/raw/ml/utt_0770.wav,pa,00f9ff9d,M,aaya naam kaise hai se mera ho hai,1.48,40.78,call-center,0,Detected:it
utt_0771,s3://india-speaks/raw/hi/utt_0771.wav,bn,e9401bb2,M,dilli aaya aapka se hai hai,4.79,38.04,crowdsourced,0,Detected:it
utt_0772,s3://india-speaks/raw/ml/utt_0772.wav,hi,12c2a4de,Other,swagat mera mera aapka dilli hai hai naam,2.34,36.99,crowdsourced,1,Detected:it
utt_0773,s3://india-speaks/raw/gu/utt_0773.wav,gu,a60fd0d2,Other,swagat hai mera hai mera hai naam mera,4.3,28.36,call-center,-1,Detected:it
utt_0774,s3://india-speaks/raw/pa/utt_0774.wav,hi,d8728f46,F,hai hu se hu,4.16,44.79,crowdsourced,-1,Detected:it
utt_0776,s3://india-speaks/raw/ta/utt_0776.wav,ur,5ac29fc8,Other,hu ho hu naam hai naam swagat,0.69,34.61,call-center,0,Detected:nl
utt_0777,s3://india-speaks/raw/ta/utt_0777.wav,bn,9332f4fd,F,hai mera aapka ho kaise aapka aapka dilli hu,4.53,36.23,crowdsourced,-1,Detected:en
utt_0779,s3://india-speaks/raw/gu/utt_0779.wav,mr,9f3dc22d,M,naam hai se hu,1.09,33.1,crowdsourced,-1,Detected:nl
utt_0780,s3://india-speaks/raw/hi/utt_0780.wav,hi,8f14416a,Other,namaste hai namaste aapka hu dilli,0.89,49.33,call-center,1,Detected:en
utt_0781,s3://india-speaks/raw/kn/utt_0781.wav,bn,1a1a149f,M,swagat hai naam hai naam se,3.36,20.18,studio,0,Detected:nl
utt_0782,s3://india-speaks/raw/mr/utt_0782.wav,pa,afc19a7a,M,dilli swagat hu kaise naam namaste swagat naam,1.07,59.94,studio,-1,Detected:nl
utt_0783,s3://india-speaks/raw/ta/utt_0783.wav,en,4516a76b,F,se aapka hai ho hai naam aaya,0.7,28.82,crowdsourced,0,Detected:it
utt_0784,s3://india-speaks/raw/hi/utt_0784.wav,gu,7db8bc70,F,aapka hai kaise naam naam ho swagat,4.4,21.48,studio,-1,Detected:nl
utt_0785,s3://india-speaks/raw/ta/utt_0785.wav,hi,40efc402,Other,ho ho aapka aaya,0.59,57.3,crowdsourced,-1,Detected:it
utt_0786,s3://india-speaks/raw/kn/utt_0786.wav,ur,42865e68,F,namaste dilli swagat hai ho aaya kaise namaste mera,1.02,23.13,call-center,0,Detected:it
utt_0787,s3://india-speaks/raw/ur/utt_0787.wav,gu,7e410435,F,naam kaise dilli naam dilli kaise se swagat kaise ho,2.33,47.02,crowdsourced,0,Detected:nl
utt_0788,s3://india-speaks/raw/hi/utt_0788.wav,en,19f19f76,M,aaya kaise aaya hu hai naam hai,1.29,41.16,call-center,-1,
utt_0789,s3://india-speaks/raw/en/utt_0789.wav,te,07a1901e,F,ho kaise kaise,4.4,28.71,studio,-1,Detected:de
utt_0790,s3://india-speaks/raw/ur/utt_0790.wav,kn,a7680da9,M,aaya aapka hai swagat kaise hu mera swagat aaya hai,1.73,49.41,studio,0,Detected:en
utt_0791,s3://india-speaks/raw/en/utt_0791.wav,te,af1249b4,Other,se hu kaise dilli aapka aaya,1.92,21.43,studio,-1,Detected:fi
utt_0792,s3://india-speaks/raw/gu/utt_0792.wav,te,4bdd2365,M,hai mera hai,2.68,59.08,studio,1,Detected:it
utt_0793,s3://india-speaks/raw/mr/utt_0793.wav,gu,aec035f6,F,aaya hai aaya swagat kaise,3.33,58.43,crowdsourced,-1,Detected:en
utt_0794,s3://india-speaks/raw/ur/utt_0794.wav,gu,5004391a,Other,aaya hai naam se aaya aaya,4.62,29.86,call-center,-1,Detected:en
utt_0795,s3://india-speaks/raw/pa/utt_0795.wav,pa,59879621,Other,naam hu aaya hai se swagat dilli,4.42,59.71,crowdsourced,1,Detected:nl
utt_0796,s3://india-speaks/raw/kn/utt_0796.wav,kn,efac7506,M,hai se mera se,3.39,51.97,studio,-1,Detected:it
utt_0797,s3://india-speaks/raw/bn/utt_0797.wav,mr,da31f87f,F,dilli aapka hu hai namaste aaya dilli mera,2.73,32.77,studio,0,Detected:en
utt_0799,s3://india-speaks/raw/pa/utt_0799.wav,bn,b4d7b72d,F,ho swagat mera,3.57,51.73,call-center,1,Detected:it
utt_0800,s3://india-speaks/raw/te/utt_0800.wav,gu,d0b75166,M,aaya se naam hai hai swagat,2.41,45.42,crowdsourced,0,Detected:it
utt_0801,s3://india-speaks/raw/ta/utt_0801.wav,ta,de9cc7ed,M,swagat naam namaste hu aapka hai,2.0,21.15,crowdsourced,0,Detected:nl
utt_0802,s3://india-speaks/raw/pa/utt_0802.wav,ta,51490d70,F,hai ho naam ho mera hu hu kaise naam dilli,2.3,39.65,crowdsourced,0,Detected:nl
utt_0803,s3://india-speaks/raw/bn/utt_0803.wav,gu,c412705c,F,mera ho mera mera se swagat naam,3.21,30.23,call-center,-1,Detected:nl
utt_0804,s3://india-speaks/raw/pa/utt_0804.wav,bn,148cd9ae,M,aapka aaya kaise hai namaste mera dilli,3.31,24.85,studio,-1,Detected:en
utt_0805,s3://india-speaks/raw/ta/utt_0805.wav,hi,329e4188,Other,ho naam dilli aapka se,3.78,40.05,call-center,0,Detected:nl
utt_0806,s3://india-speaks/raw/ml/utt_0806.wav,ur,4f6ed435,F,namaste swagat ho mera mera,1.14,47.36,studio,1,Detected:it
utt_0807,s3://india-speaks/raw/pa/utt_0807.wav,pa,99fb5e50,M,mera ho namaste hu aaya aaya,3.51,33.72,crowdsourced,-1,Detected:en
utt_0808,s3://india-speaks/raw/pa/utt_0808.wav,pa,42ac21f6,F,kaise aaya aaya,3.42,30.42,crowdsourced,-1,Detected:en
utt_0809,s3://india-speaks/raw/ml/utt_0809.wav,bn,9a01460f,Other,naam kaise mera mera,4.13,48.68,crowdsourced,-1,Detected:nl
utt_0810,s3://india-speaks/raw/bn/utt_0810.wav,te,707ec64c,Other,namaste kaise kaise mera namaste aapka dilli naam namaste mera,2.17,37.68,crowdsourced,1,Detected:nl
utt_0811,s3://india-speaks/raw/kn/utt_0811.wav,pa,c0123e4e,Other,namaste ho se ho hai hai namaste mera,2.93,23.15,studio,0,Detected:it
utt_0812,s3://india-speaks/raw/te/utt_0812.wav,kn,2b448bf4,F,dilli ho mera hai naam dilli mera hu aapka se,0.76,24.76,call-center,-1,Detected:it
utt_0813,s3://india-speaks/raw/te/utt_0813.wav,pa,ee023971,M,dilli hai aapka dilli swagat hai hai swagat namaste namaste,0.51,21.01,call-center,1,Detected:it
utt_0814,s3://india-speaks/raw/en/utt_0814.wav,kn,e49269c2,M,naam ho se aapka naam hai aaya namaste namaste,2.94,25.12,crowdsourced,-1,Detected:nl
utt_0815,s3://india-speaks/raw/kn/utt_0815.wav,gu,1bb15448,F,dilli se swagat aaya swagat hai aapka,2.47,57.72,crowdsourced,1,Detected:pt
utt_0816,s3://india-speaks/raw/kn/utt_0816.wav,ta,046888fb,M,hai hu aaya hu hai naam aaya se,4.1,39.98,studio,-1,Detected:it
utt_0817,s3://india-speaks/raw/kn/utt_0817.wav,gu,70dc8c9f,F,mera hai se naam hai se se hai,1.98,57.87,crowdsourced,1,Detected:it
utt_0818,s3://india-speaks/raw/gu/utt_0818.wav,ur,51713e9e,Other,mera kaise mera mera dilli ho hu hai aaya,4.16,45.86,call-center,1,Detected:it
utt_0819,s3://india-speaks/raw/te/utt_0819.wav,te,3d8ca4a0,F,naam se swagat hu mera,4.7,43.59,studio,-1,Detected:nl
utt_0820,s3://india-speaks/raw/ur/utt_0820.wav,ta,455af7d2,Other,dilli mera ho ho,3.83,58.58,studio,1,Detected:it
utt_0821,s3://india-speaks/raw/pa/utt_0821.wav,bn,4c2dc81b,M,aapka swagat mera hu namaste kaise aaya,0.66,42.58,call-center,-1,Detected:fi
utt_0822,s3://india-speaks/raw/mr/utt_0822.wav,gu,c2893aa4,Other,swagat mera namaste hu aapka hai aaya mera hu,4.38,28.47,crowdsourced,-1,Detected:en
utt_0823,s3://india-speaks/raw/pa/utt_0823.wav,ur,e480be2a,F,ho hai hai se kaise naam naam aaya aapka,3.35,46.04,call-center,1,Detected:nl
utt_0824,s3://india-speaks/raw/en/utt_0824.wav,kn,525d8a7a,Other,aapka ho aaya,0.98,21.21,call-center,0,Detected:en
utt_0825,s3://india-speaks/raw/hi/utt_0825.wav,pa,7c423cb1,F,hu namaste swagat aapka hu,1.7,33.43,studio,0,Detected:hu
utt_0826,s3://india-speaks/raw/bn/utt_0826.wav,mr,3af5c6be,Other,hai aapka swagat kaise aapka hu aapka namaste,2.04,57.1,studio,0,Detected:en
utt_0828,s3://india-speaks/raw/kn/utt_0828.wav,ta,14e353f1,F,aaya se mera hai hai,1.1,43.26,studio,0,Detected:it
utt_0829,s3://india-speaks/raw/mr/utt_0829.wav,hi,26e83f0c,M,se hai namaste naam,2.28,45.37,crowdsourced,0,Detected:nl
utt_0830,s3://india-speaks/raw/te/utt_0830.wav,mr,e12d2bc9,M,mera swagat hai ho,2.71,51.78,crowdsourced,0,Detected:it
utt_0831,s3://india-speaks/raw/en/utt_0831.wav,en,8b56a54c,Other,dilli se kaise mera hai,3.79,37.29,crowdsourced,-1,Detected:it
utt_0832,s3://india-speaks/raw/ur/utt_0832.wav,hi,5bf046bb,M,ho hu se aaya hai swagat ho dilli namaste,4.11,38.11,call-center,1,Detected:it
utt_0833,s3://india-speaks/raw/ur/utt_0833.wav,bn,4550a274,M,aapka hu aapka dilli,2.84,33.7,crowdsourced,-1,Detected:en
utt_0834,s3://india-speaks/raw/te/utt_0834.wav,ml,da3dbe27,F,hai naam dilli ho aapka hai hu naam,2.38,44.66,crowdsourced,-1,Detected:nl
utt_0835,s3://india-speaks/raw/hi/utt_0835.wav,hi,37c0fdd0,M,aaya hai kaise ho kaise namaste,2.19,40.43,crowdsourced,0,Detected:fi
utt_0836,s3://india-speaks/raw/en/utt_0836.wav,bn,3cf0c6af,F,ho se mera hu se aaya ho,3.21,53.31,call-center,1,Detected:it
utt_0837,s3://india-speaks/raw/kn/utt_0837.wav,ml,b98a9a18,F,hai hu dilli aaya swagat aaya swagat hai aapka,2.39,54.03,studio,1,Detected:it
utt_0838,s3://india-speaks/raw/ml/utt_0838.wav,ml,53ca8c8a,Other,aapka aaya hai naam hu aaya dilli ho,2.61,25.78,crowdsourced,1,Detected:en
utt_0839,s3://india-speaks/raw/bn/utt_0839.wav,ta,1ce8f05f,Other,dilli se kaise namaste mera se mera swagat,4.67,44.57,studio,0,Detected:fr
utt_0840,s3://india-speaks/raw/ml/utt_0840.wav,ur,9f4c07e5,Other,mera aaya hu naam naam ho hu,4.79,43.02,call-center,1,Detected:nl
utt_0841,s3://india-speaks/raw/gu/utt_0841.wav,ur,4190f77c,Other,hu naam hai hu ho hai namaste naam hu namaste,4.19,43.2,studio,0,Detected:nl
utt_0842,s3://india-speaks/raw/pa/utt_0842.wav,en,bd196357,Other,hu aaya naam hai kaise naam ho hai hai,1.88,48.81,studio,1,Detected:it
utt_0844,s3://india-speaks/raw/hi/utt_0844.wav,ur,1f71c436,M,ho namaste swagat swagat se hai namaste,1.99,37.88,call-center,1,Detected:it
utt_0846,s3://india-speaks/raw/kn/utt_0846.wav,gu,2d7b3242,Other,mera aaya hu namaste aaya dilli dilli,4.93,27.47,crowdsourced,0,Detected:en
utt_0847,s3://india-speaks/raw/pa/utt_0847.wav,kn,44d575ea,Other,mera naam mera,3.67,32.75,crowdsourced,0,Detected:nl
utt_0848,s3://india-speaks/raw/pa/utt_0848.wav,te,ec5a95f3,F,aaya hu ho dilli,0.89,52.73,crowdsourced,1,Detected:it
utt_0849,s3://india-speaks/raw/mr/utt_0849.wav,en,214dfecd,F,namaste ho kaise hai mera aapka,4.24,44.28,crowdsourced,0,Detected:it
utt_0850,s3://india-speaks/raw/mr/utt_0850.wav,pa,8acab78b,F,swagat hai hai swagat ho dilli kaise,1.68,57.86,crowdsourced,0,Detected:it
utt_0851,s3://india-speaks/raw/hi/utt_0851.wav,bn,4f8bb7bc,Other,kaise naam naam namaste hu aaya aaya,4.61,25.3,crowdsourced,0,Detected:nl
utt_0853,s3://india-speaks/raw/en/utt_0853.wav,ur,40984e2b,M,hu aapka ho aapka dilli se mera,1.54,22.05,studio,1,Detected:pt
utt_0854,s3://india-speaks/raw/te/utt_0854.wav,ta,f9680060,Other,se kaise aapka swagat se naam hai,2.46,40.61,studio,1,Detected:af
utt_0856,s3://india-speaks/raw/pa/utt_0856.wav,mr,cadd5bdb,Other,hu swagat kaise mera,4.56,47.24,crowdsourced,-1,Detected:hu
utt_0857,s3://india-speaks/raw/bn/utt_0857.wav,bn,f1a83306,M,mera hu hai namaste aaya se,2.27,31.98,call-center,1,Detected:it
utt_0858,s3://india-speaks/raw/bn/utt_0858.wav,mr,676f4ea2,F,swagat swagat hai se dilli namaste hu swagat hai,1.99,27.25,studio,0,Detected:it
utt_0859,s3://india-speaks/raw/ta/utt_0859.wav,gu,4eeae143,M,naam ho kaise kaise aaya namaste swagat naam namaste hai,1.84,24.11,crowdsourced,0,Detected:nl
